treatment,run_id,problem,solution_found,solution_length,update_found,update_first_solution_found,program
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1019,median,True,23,773,303,"[TestNumGreater-Tag(1011111100000011,0100010111110010,1101100110101011),LoadNum2-Tag(1010011110011000,1110100010101101,1000110110101101),TestNumGreater-Tag(0010111111011100,1010011000011000,0011001100000010),IfNot-Tag(1011000010100010,0001001001011100,0001100101000111),LoadNum3-Tag(0100011000101110,1010011001010001,1000110011110110),TestNumLessTEqu-Tag(0100110100011110,0000011100110101,0001100111000001),Close(1101100000010000,1101001001100111,1011110010100000),Close(1111011010111011,0011111110011011,0101000000011111),SubmitNum-Tag(1101000111110000,0001011000111100,1110100111010001),Not-Tag(0000101110000101,1010011011001110,0011110010100101),While-Tag(0001000000011000,1011001011111111,1110010110101010),Set-7-Tag(1101100101010100,1110101001110010,0100010110101111),Set-1-Tag(0111110000001110,0001110110000111,1101000101100001),Countdown-Tag(1101000101111100,0100010101101111,1010110101101111),SubmitNum-Tag(0010001011010000,0011000111100101,1100011000111110),CopyMem-Tag(1111011001111100,0100101100011011,1100100001101110),TestNumGreater-Tag(1110011110000000,0101110010010111,1011001111000001),SubmitNum-Tag(0011100110111110,0111011111000001,0111001100011110),LoadNum3-Tag(0100101100010001,1011001001110110,1100111011110011),TestNumLess-Tag(0111010011010100,0000110010101111,1011011001011101),Set-14-Tag(0100101011010110,0110010000010101,0011000010110100),Sub-Tag(0001111010001011,1000101010110000,1111001100010111),SwapMem-Tag(1111101001010011,1111110101000100,0001110001001011)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1020,median,True,18,526,495,"[TestNumLess-Tag(1100010011011100,1111011101101010,1011010100010010),LoadNum3-Tag(1100101001011110,1000011000000010,0011001000010011),TestNumLess-Tag(0011111101111101,1011011001010000,1100110110011010),LoadNum2-Tag(0100100001001011,0001111001010110,1111000001100100),SubmitNum-Tag(1111111111001000,0001111110001001,0100001100000001),IfNot-Tag(1010000110010010,1011010110100000,1001111111101000),LoadNum3-Tag(0011100101000100,0101101111010111,0101110001011010),Dec-Tag(1000100111011101,0010110100010110,0101000100011111),Close(1101110010100101,1010001110110110,1110010011101010),Close(0000111011001010,0111011001110100,1000101110000011),IfNot-Tag(1001100111101101,0001100110111100,1001100110110000),SubmitNum-Tag(0010110101101100,0000011101101111,1111111100011001),LoadNum3-Tag(1101111110100110,0010111011101000,0000010010010000),TestNumLessTEqu-Tag(0101011001110010,1011100001000011,1001111100100100),TestNumLess-Tag(1010111000111000,0100110000101001,1000101011100000),SubmitNum-Tag(1100101100111100,0101101000000000,0111000100000100),While-Tag(1010101011001010,0010111001100000,0011110000010001),SubmitNum-Tag(1101111101010100,0001001100101111,1100100111101100)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1021,median,True,16,991,425,"[LoadNum3-Tag(0000111101010110,1100001010001101,0010000011110100),Sub-Tag(1100010101011111,0100001110001100,0100001011001110),Close(1111000101110010,0111110110011010,0001111000100111),SubmitNum-Tag(1010011100001010,1101000010100110,1000000111110001),SwapMem-Tag(1011111010110010,0000111000000000,0001111111110000),TestNumLessTEqu-Tag(1011000011011100,1111000111000010,1001011110011101),TestNumLessTEqu-Tag(0001101000001111,0001111101010111,0011010111101101),TestNumLessTEqu-Tag(0111101100001100,1011101111100101,0011001111010001),TestNumGreater-Tag(0000101100001111,0111110110100110,0010100011111101),Countdown-Tag(0010001000111011,0011110101010100,1101111001011110),Dec-Tag(1101100100001011,0001010011001100,1110001010101011),Close(0011010100100110,1000001001111100,0101000111011101),While-Tag(0100110110011011,0010100100011001,1010110010101111),Countdown-Tag(1001111100111001,1111110001101000,1000101010000001),TestNumNEqu-Tag(0000101011010110,1010010001100001,1001100010000011),SubmitNum-Tag(0101110101010100,1000111111111011,0010010111110101)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1022,median,True,35,478,297,"[LoadNum2-Tag(1100100111100001,1010101110010011,1000011110101110),Close(1100111110110011,1100111000111110,1110100011000010),Set-12-Tag(1011011000001011,1111110011011100,1000000000011000),Set-6-Tag(1101100110000011,1001010001010001,0000110011111101),Set-9-Tag(0110100011011100,1111010100011111,0000001111111011),LoadNum2-Tag(0110101100011110,1111111001101111,1010111101010110),Set-8-Tag(1111101010011001,0000000100111001,0001100011101011),Mod-Tag(1010110111000100,0011001011001111,1000000111111010),SubmitNum-Tag(1000110010100000,1000101100011011,0011001001011001),TestNumEqu-Tag(0001100110100010,1011110001000101,1010001010011011),LoadNum3-Tag(0101101000100011,0001000011000101,0111010100100001),If-Tag(1010010110001000,0111110110010001,1001000100000110),Sub-Tag(1110001010000111,1111011011111100,0100111100000010),Close(0111101001110111,1010001010111110,1100100001011001),IfNot-Tag(0110011001110000,1011001000000010,0111000000110011),Set-16-Tag(0010010110000101,0010110011100011,0000100011110001),SubmitNum-Tag(0101111011011011,1000110101100110,0001100100111010),Inc-Tag(0100000101000001,1011011111110111,0011110111001110),If-Tag(1000000110010110,1011100010101101,0010110110000110),Close(1001101010010101,1111100111110010,1101101010011110),TestNumGreater-Tag(1010001001110010,1000010100000110,0111001111010100),LoadNum3-Tag(1000010111011011,0011010100010000,1101111101010110),Add-Tag(0011001110100010,0011100001010011,1010011100101101),LoadNum2-Tag(1100111010110000,0100111100111001,0110100011000001),TestNumGreater-Tag(0111111010111110,1001100011101000,0111001000110101),Countdown-Tag(0101000100001100,1010111110011001,1110101010000101),Inc-Tag(0111101010111010,1111110011011110,1010111010100111),Mod-Tag(1000010001010011,1110111100000000,1000011100011011),TestNumNEqu-Tag(0101100100010001,1011011010010110,1001111000001000),Set-10-Tag(0011100101110101,0001101010101100,0110101100111011),LoadNum1-Tag(1110111100111100,0111111011011110,1101110110110011),TestNumLess-Tag(1111111100011000,1011110010000101,0011011110000011),SubmitNum-Tag(1000101111101011,1000001000010010,1101110010011000),Set-11-Tag(0001100011001001,0110111111110111,1001111000000010),TestNumGreaterTEqu-Tag(1110000111000001,1111001110110111,0101111101000110)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1023,median,True,38,918,536,"[TestNumGreaterTEqu-Tag(1011100100111010,1101010011010110,0100000010101001),LoadNum2-Tag(1000010101101101,0111101111111001,1001000001001100),TestNumNEqu-Tag(1010011110000110,1100111011110100,1101110100010100),SubmitNum-Tag(1000011100100101,1101111100110000,1110001100001001),Mult-Tag(0111011110000111,0101011111010000,1000101110110011),While-Tag(1100110101110101,1111000001111110,0000011100011110),TestNumNEqu-Tag(0000100001110111,0110000011011110,1100110010101111),CopyMem-Tag(1101000001100100,0100101000101011,0100001000011010),Inc-Tag(0000101010000111,1000000011111001,0011110100011101),Mod-Tag(0101101001001111,0111101101011001,1010001110011101),LoadNum1-Tag(1010011110111111,1100111000001100,1001110110011100),TestNumGreater-Tag(1011001000000001,0111000100011010,1001111001011100),TestNumLessTEqu-Tag(1001001000110110,1101010110100001,1010111000101001),Dec-Tag(1011010110011010,0111100001001100,0001100111101101),Set-1-Tag(0101011111101010,0111101101001000,0101011101001110),Floor-Tag(1100010110000011,0101110111001110,0101110011011101),Set-11-Tag(1000000010001011,1011100101010000,0101001111111101),LoadNum2-Tag(1101111011010100,1110010001101001,1111001110101101),Floor-Tag(1011011100001100,0111010010010110,0010001000000001),Countdown-Tag(1000110111000110,1001001000000000,1000010101111111),Close(0101001100001000,1100111100110100,1011000100100000),SwapMem-Tag(1011010111001101,0110000000110110,1011111101010111),Set-11-Tag(0000111111100010,1100101110000100,0111001000101100),CommitGlobal-Tag(1111000101111110,1000110011001111,1111001111000000),LoadNum3-Tag(1001100110110000,1000111010011010,0001110100011011),SubmitNum-Tag(0110000101110011,0111001000001110,1001010110101100),LoadNum3-Tag(0011011101110011,0110110001001101,1011110100011100),LoadNum3-Tag(1000111011111011,0011111011110110,1001110001110010),IfNot-Tag(1001011011111010,1000101011111100,1101010000100011),LoadNum2-Tag(0110101001111111,1100000111001001,1011101001011101),Close(0011001110101100,0100000000011000,1100110100111101),SubmitNum-Tag(1010111111101100,1111001100011101,1010111000011000),IfNot-Tag(1010100001101010,0011011101111000,1010001000000010),SwapMem-Tag(0111010000000011,0100001101111011,1111011101011010),LoadNum3-Tag(0110100111001010,1101101111101111,1001100010011100),TestNumLessTEqu-Tag(0100000000101011,0011010110101110,0001110001100101),Set-12-Tag(1111000111111110,1000001111000000,1111100011100001),Set-4-Tag(1010111101100110,0111010000110001,0111111001011100)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1024,median,True,16,644,367,"[TestNumNEqu-Tag(1101010010000000,0000001000011011,0011111010000011),TestNumGreater-Tag(1011001111010010,0101110101000010,1111101000101110),Not-Tag(1101100100001111,1010100101001001,0111011011001101),LoadNum2-Tag(0110001010011000,1000101101101000,1100100100111010),Sub-Tag(1100000000001101,0010100101001001,0110010101001001),TestNumLessTEqu-Tag(0100000111001100,1101011101100111,1011101101101010),TestNumGreater-Tag(0011110011101011,1010111110111111,0001000101000111),TestNumEqu-Tag(0110110000101001,1001000111000100,1111111101010011),Close(1011010110001011,1111001110011110,0111010111011111),SubmitNum-Tag(0011011010011100,0001111000101111,0111000001000010),LoadNum1-Tag(0011011110001000,0000001101101001,0000101011000011),TestNumGreater-Tag(0011000001101011,1010011010011011,1001100101000110),If-Tag(1101111100011111,0101000101111001,1000011011010001),TestNumEqu-Tag(0100100001101011,1111010111000101,1111111111011011),If-Tag(1100001100111100,1111010101100000,0000011100000010),SubmitNum-Tag(1011011100010001,0111001111010100,1001101001011101)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1025,median,True,22,684,317,"[LoadNum1-Tag(0000000000111011,1110111100100011,1101110010011101),LoadNum2-Tag(0010111000110011,1101010101100111,1100101000011001),SubmitNum-Tag(0011011000011110,0000100011110001,1011100101101111),Set-16-Tag(1101100010000010,0100000111011001,1000111011100011),SwapMem-Tag(0001101101011100,0111000001100111,1101100110010101),LoadNum3-Tag(0010000101101011,0111000111011000,1000101011110011),While-Tag(1001101010000001,1000011001001010,1110101110001110),LoadNum1-Tag(1101001001010100,1110010011000011,0111100110100011),TestNumLessTEqu-Tag(1101111100000001,1110001100100010,1111000111111001),Mod-Tag(0111001110001010,1010010101001011,0000100111000001),If-Tag(0000111111111011,1101110111011011,1100011101100100),SubmitNum-Tag(0000011011110111,0101110111110110,1011100010100111),Add-Tag(0100110101011101,0010011011010011,1101100000001010),LoadNum2-Tag(1001001001111110,0001001111101011,1100001001001000),Close(1111000011010010,0110010111101000,0110110101000000),TestNumGreaterTEqu-Tag(0001000010111011,0111011101101000,1101101111111101),LoadNum3-Tag(0011000010110000,0111101111001100,1111010011110011),CopyMem-Tag(0111101000010001,0010011000000111,1110110101011100),If-Tag(1001111110110111,0010000001000111,1011111110000011),TestNumGreaterTEqu-Tag(1000110000001101,1111000100111100,0001110011010101),While-Tag(0100110101000011,1110110100111100,1101011000110111),SubmitNum-Tag(0010101000101001,1111010110001011,1111010010100010)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1026,median,True,26,774,653,"[LoadNum2-Tag(1110110000011011,0011111111001010,0111110001110001),LoadNum1-Tag(0100110111000110,0100011100001110,0010110000001010),Close(1000101101000100,1110101011100100,0111001100101000),Close(0001100101001000,0001000010000101,1100111100101000),Close(0100001101011001,1110100010010110,0011011010101010),Set-12-Tag(0010001100101100,1110000110111111,1111110110111100),SubmitNum-Tag(0011011101000000,0110101111110101,1000111101011010),LoadNum3-Tag(1101110001111111,1101001001011000,0110000010001101),LoadNum2-Tag(1100001101001110,1011100111101010,1101100100111110),TestNumGreater-Tag(0110111000111111,1100111001010011,1100111100001100),TestNumGreater-Tag(1101111000010111,0111100101010010,0111111111101001),TestNumEqu-Tag(0000110000000100,1011101110110111,1011111000100100),LoadNum3-Tag(0111100101100110,1001010001011110,0101101111011001),While-Tag(1100011110100001,1100000011111010,0101100110011011),SubmitNum-Tag(1000001101000100,1011110110001000,1101010101111010),Close(0110010100000011,1100001010000011,1100011101110011),While-Tag(0010101101000011,1111011011101101,1001011110101101),SwapMem-Tag(1111010100000001,1101111011001101,0011100111010101),LoadNum3-Tag(0000000100111010,0110101010110110,0001000101101101),TestNumLessTEqu-Tag(1110101101100101,1111001110101011,1111001001001110),SwapMem-Tag(0000011100010011,0101110101010010,1111110011011010),Set-13-Tag(1100111101111101,0000111110110101,0100111001110100),IfNot-Tag(0101000000001011,1100100110111001,1110011100111001),Countdown-Tag(0111110011111100,1011010100111001,0111000000000000),Add-Tag(1110110011100011,0101110000001010,0010110011110100),TestNumLess-Tag(1000001000000011,1010001111100110,1111111101001111)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1027,median,True,50,493,237,"[SubmitNum-Tag(0111001101001100,0110100100001101,1101100001011111),TestNumLess-Tag(1100001110111110,0011000101110100,0100010100101101),Countdown-Tag(0001110101010010,1100111101101101,0000011001100010),SwapMem-Tag(0110001100110111,0001101101111101,1001100010111101),Close(0111110010011111,0010001100001001,0010001000110101),Close(0010110000010001,0000001101110111,0101000010111101),Close(0011110001101100,1010100101001010,1100101101100010),TestNumNEqu-Tag(0000011101111011,1110100110100100,1010010100000001),TestNumGreater-Tag(1011111110110010,0110010100100011,0001110110110100),LoadNum2-Tag(1111011011001010,0011000000110101,0111001111110001),TestNumGreater-Tag(1011011011001111,0000000111110111,1010010010110010),CopyMem-Tag(0111010010110011,1111000101011010,1101000010100101),Set-14-Tag(1000101110100110,0000101000101010,1000111000010110),Set-12-Tag(1011101010011000,1101011100111111,1110010000111000),Set-3-Tag(0010000010011110,1110100110101010,1101010000111001),Output-Tag(1101100100011001,0110010111101010,1111001010001100),LoadNum3-Tag(0011110100100001,1001001011110011,0001110101101100),Dec-Tag(1001110110111000,1011011101010100,0010111010110111),Set-7-Tag(1011010010110101,0001110001011111,0111110001010010),TestNumLessTEqu-Tag(1001101100111011,0111101110001110,0000101101000111),Mod-Tag(1101100100010111,1001010110001100,0010101000010000),Close(1000110111001110,0011011011011011,0110011111011100),SwapMem-Tag(1000111010101011,1001010111011010,1101111000000001),Set-3-Tag(0000100010111100,1110100011111001,0001010111101010),CommitGlobal-Tag(0011110111011010,1000110011001100,0010011111011101),IfNot-Tag(1010110000010000,1101101110111001,0001000001000100),LoadNum1-Tag(0111001010100010,1001011111111010,1000101011011010),SubmitNum-Tag(1001001101011011,0111111100001100,1110110110110101),Close(0110111010110001,0000000100101110,1100010001000111),While-Tag(1001001001011111,0100100101011101,1000011111001011),CopyMem-Tag(1010110101111000,1001001011111111,1001010100101000),While-Tag(1101001111011001,1000011010111110,0110100001100001),Set-15-Tag(0011010100101101,1110010101001101,0111010000010111),Div-Tag(0110011011111111,1110001100110001,0001111111111111),Mod-Tag(0011000011011111,0001011110010000,1000101000000111),IfNot-Tag(1110110100110010,1110001111001011,0100001001011111),Set-0-Tag(0001011011101000,0111001001111110,1000010110000010),Close(1000101101110110,1101001010010010,0100111011001111),Not-Tag(0110010010101001,0101110101111110,0110000001001001),Set-4-Tag(1001010110010000,0000010101000001,1011110100001010),Not-Tag(1011000001001111,1101101010101001,0011011110111100),Inc-Tag(1001101110000010,1001011010111001,1010000100010010),If-Tag(1101100100011000,0000100011001110,0111110111011011),TestNumNEqu-Tag(0010010111101110,0110011101100011,1010110100110110),LoadNum2-Tag(1011011010010100,0111010000010100,0010011001000001),Set-4-Tag(1001110011000010,1000101001011100,1000000111000010),TestNumGreater-Tag(1101001111000001,0011000100001110,1110010010111001),LoadNum2-Tag(1111100001010000,1101110000101110,1101011011101010),SubmitNum-Tag(0000111110110011,0111101000110100,1110110010010001),Sub-Tag(1100001000110101,0000011100001001,0011111101100001)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1028,median,True,41,880,266,"[TestNumGreater-Tag(0101001101010000,0110101110111110,1111111110101001),Close(1101011010000101,0100001010010101,1010011010101101),Dec-Tag(1000100000111001,1011111000000111,0110101110100100),SwapMem-Tag(0101011110010000,1001111010001000,0100100111110110),Set-1-Tag(1011000110110101,0110110000000110,1011011000100110),Set-16-Tag(1001111010100010,0100010111101101,0110011100010101),Dec-Tag(0000110011001111,1010000000110100,1101111011011110),LoadNum3-Tag(0101010011010100,1000100011111111,0110100011100101),Set-11-Tag(0001000010011111,0010100110000110,0011110100001111),LoadNum1-Tag(0010011101101101,1010010100101100,0111010100001000),Floor-Tag(1011010011110100,1111010100110010,0001010110010000),CopyMem-Tag(0010100011000101,1100100010011110,0101000010110111),CommitGlobal-Tag(0000111110010110,0001010101101110,1001101110011001),TestNumLessTEqu-Tag(0100101100000110,0100011001110100,1000100001001100),Break(1001010011000110,0111011010111011,1110000101100001),LoadNum3-Tag(0111010110100101,0001100111100011,1111101001000001),Set-3-Tag(0010000111101010,1100100011110000,1000110010100110),LoadNum1-Tag(0110111100110011,1010010010010000,1111011011000101),Output-Tag(1011110111010010,0111111001011111,0010010110000100),Set-3-Tag(0110100010011000,0011111100100100,0111011010010100),TestNumGreaterTEqu-Tag(0010000011110100,0101011010110011,1101101110001000),TestNumLess-Tag(1001110011001101,1001000110011011,0001101001101110),SubmitNum-Tag(1011000000110011,1010101011111000,1010101001000010),Inc-Tag(0100111110101101,1110001101011010,0111101010001011),Input-Tag(0000000011010001,1000011101110001,0011010001011010),IfNot-Tag(0111101110111111,1110100001101001,0100000010100110),LoadNum2-Tag(1110001100000010,1010100001010001,0010110001010010),LoadNum2-Tag(1010010111101111,0000110010010011,0000000001011111),SubmitNum-Tag(1100011111001000,1001011001010011,1001100010110011),Mult-Tag(1000101000010010,0000110011001111,0100111001011010),LoadNum3-Tag(1011001110111011,1010101001100111,0001001110110010),SubmitNum-Tag(0010010101100010,1100111010101001,1011101010001000),Close(1010010010000011,1001010110010011,0001101001000000),TestNumLessTEqu-Tag(1010111010000000,1010001100110111,1111110100011111),SubmitNum-Tag(1001010110000111,1110111000101101,0011100010001110),Countdown-Tag(0100101100011101,1000000101101110,0011001001100001),IfNot-Tag(1011110111100110,1111101110100000,1000101110110111),LoadNum2-Tag(1110001110110011,0000110010000000,1111000110011000),Close(0100101100111101,1001111001001000,0111000111010100),SubmitNum-Tag(0010011101010011,1000011101010010,1100111101001000),TestNumLess-Tag(1100010101100001,0011001101000011,0101101111111101)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1029,median,True,28,843,351,"[Set-8-Tag(1010100011001010,0010000101110010,1101101011101110),LoadNum2-Tag(0111101010111110,1011101111001001,0011000111101100),LoadNum2-Tag(1001011001101110,0000100000001001,1010011111110110),Set-1-Tag(1000111100000110,0001011110100011,1110010011011011),TestNumLessTEqu-Tag(1101001001100000,1010001100101111,0000011101010101),While-Tag(0110101100001100,1111010101011011,1001001001100100),Add-Tag(1100111011100110,0001001111000100,1101110101010111),Div-Tag(0100010000011000,1111100111100000,1001000001101100),SubmitNum-Tag(0000101000110110,1000110111000010,0111001101111100),TestNumGreaterTEqu-Tag(1101011001100011,0001011001000101,1001111101010000),SubmitNum-Tag(1100111111110111,0100111110000111,1101000011001000),SubmitNum-Tag(1111110111011010,1010111100000101,0010010001100110),While-Tag(0101101101000100,1010010000011010,0110011101011010),LoadNum3-Tag(1110101110101110,1011001100100111,0001010010000001),IfNot-Tag(1001000110100001,0111001011111110,0010111010001010),LoadNum1-Tag(0101101111011101,1100101001110101,0110010001010111),SwapMem-Tag(0000101011100000,1101010110110001,1011110111111011),LoadNum2-Tag(0001001010011111,1000011000101101,1111001011110001),TestNumGreater-Tag(1010011101111011,0000110011111010,0101100110100001),Close(1101111001110000,0111011010101100,1100110010100100),TestNumGreaterTEqu-Tag(1101111010101110,0011001110101101,1000110101000001),SubmitNum-Tag(1101111110101010,1000010010110001,0110110111101100),LoadNum2-Tag(0110011111111101,1110001011101100,0010001000000110),CommitGlobal-Tag(1110111000110010,1011101000000101,1000111111101100),LoadNum3-Tag(1001011011001011,1001111110000011,0000000010111111),Countdown-Tag(0100101000000100,0110100010101011,0100100111001111),Countdown-Tag(0100000101011101,1110111110011000,1001111001101100),Set-6-Tag(0101110110101000,0111010010011011,1011110001000001)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_001,1030,median,True,13,777,293,"[TestNumGreater-Tag(0001001001110011,0100110001010000,1100110000111001),Set-12-Tag(1001110100101101,0010111110110100,0101111001000110),Countdown-Tag(1001000011001001,1010010110111011,0010100111111001),SubmitNum-Tag(0011001001111100,1110010001101000,0011101001110001),TestNumLessTEqu-Tag(0010000000010001,1101100100111110,0001011110101111),LoadNum2-Tag(0011011011110011,1001000100000111,1011100111101100),Not-Tag(0100010000000011,0101101010011101,1100000100110001),SwapMem-Tag(1111100100111100,0010101100100011,1001010100101100),Countdown-Tag(0000110010001111,1011100100001011,1101010110001100),Not-Tag(1011100110001000,0010011000110000,1100001101100010),Close(0101011010011111,0000111111111011,1100001101101111),Countdown-Tag(0110111001110010,1100011101010100,1001110000010001),Not-Tag(1100000111011001,0010001101111010,0010010000010000)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1031,median,True,19,951,472,"[TestNumGreaterTEqu-Tag(1001101101110001,1111111100100010,1101010100111111),Close(1101111000000000,1110001110110010,1101010111010111),Floor-Tag(0101000000010111,0010100101110110,1110011111001000),TestNumGreaterTEqu-Tag(0101111000011101,0011000110010111,0010110001010001),IfNot-Tag(1101101101111111,0110011001000111,0011011011101110),TestNumLessTEqu-Tag(0101110001010101,1011101000100110,1011111001000000),Close(0101000100010100,0100000001101101,1110110010011001),Set-1-Tag(0011001010011001,0101000010010111,1000000001111101),TestNumNEqu-Tag(0001010110001110,0010011100001110,1111001110111001),SubmitNum-Tag(1111011100010011,0111100110110110,0100001111001101),IfNot-Tag(1010101001011010,1101010100101001,1011011111010001),LoadNum1-Tag(0011001110111000,0101010000001110,1010010010011011),Set-5-Tag(1010010001010001,1001101000101110,0001001111010011),While-Tag(0011111001011100,1010011101110101,1011100100011101),PullGlobal-Tag(0000010111011011,1100111110001111,1101010001000100),Set-9-Tag(1011011110111101,0001101001011011,1000101010001011),SubmitNum-Tag(0001010001110111,0100101110011010,1100110101110011),If-Tag(1000111010110011,0100011011100011,0111011000001110),Return(1000101010100011,0001111111010010,0101110100000010)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1032,median,False,NONE,NONE,NONE,"NONE"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1033,median,True,21,710,206,"[LoadNum2-Tag(1010000101110100,1111000101001110,0101111111111101),TestNumGreaterTEqu-Tag(0001011101110000,0010001110011011,1110000000101101),SubmitNum-Tag(0110010100110001,1101101011111110,1001011101010010),TestNumLessTEqu-Tag(0101111111111000,0010000010100100,0110100010101110),LoadNum1-Tag(0011101010001011,1001000010001110,0110110001010010),LoadNum1-Tag(0000110001000100,0011101011011000,0000100001110111),TestNumGreaterTEqu-Tag(1111101011011111,0110000000010011,0111111100011100),Close(0100110110100001,1000110100111100,1110001010111111),IfNot-Tag(0010100001101111,1010110111101000,0010011111011101),Set-6-Tag(1101001010011110,0111011000101110,1111001010100010),TestNumGreater-Tag(0110010100110010,1011110011001001,1110110011111011),IfNot-Tag(0111010111111011,1100010010000100,0101001010110100),TestNumEqu-Tag(0011100110010111,1001111001000001,0101100000001010),CopyMem-Tag(1001010110110111,0010110011110011,1001000000110011),Close(1000101010000110,1000111101001010,1110001001111001),Close(1101111000000100,0011000111001000,1000110111100000),IfNot-Tag(1100101101111100,1110010011010111,1101110001010110),LoadNum3-Tag(0111010101011111,0110101100101011,1101001110010010),Close(1011000010000010,0011000010111001,0101011000100110),Countdown-Tag(1111000001011110,0100111101101110,0110000011000101),SubmitNum-Tag(0101000111110001,0110111011000110,0001010111100000)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1034,median,True,13,285,122,"[SubmitNum-Tag(0111110110110000,0100100100100011,0111010111110101),TestNumLessTEqu-Tag(0110111011001111,0101011011011100,0111000000010011),LoadNum3-Tag(0000101110010110,1111110000101001,1001101011101110),IfNot-Tag(0011010110111011,1101101011010100,0111101110101000),SubmitNum-Tag(1101000111011101,1110001110111111,1100100011101100),SwapMem-Tag(0101001101110000,1111011011011100,1001000010011001),Close(0001010001010000,1100010011001001,1010110101100011),TestNumGreater-Tag(1010111000001101,0101000011000101,1101001010100111),TestNumLessTEqu-Tag(0110111100011111,1110110101010111,0101001000100011),IfNot-Tag(1000001100110011,1110000111011110,1100001011111110),SubmitNum-Tag(1001000011010101,1001110111001111,1000010101011100),IfNot-Tag(1101101110000100,0010101101111100,0010111011010100),SubmitNum-Tag(0001111101001110,1100010110011110,1100101011010110)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1035,median,True,17,515,412,"[Add-Tag(1100010010100111,1111111100001010,0000100001001110),TestNumLess-Tag(0111101101110101,1010001100011010,0010000001111100),SubmitNum-Tag(0100010100010001,0110101111101100,0111110011101001),TestNumLess-Tag(0101010001001100,0111111101111111,1011111111111010),Set-2-Tag(0010011010011001,1111100011100110,0100010100000101),Countdown-Tag(0101011111101110,0000001111100110,0111001111000000),LoadNum2-Tag(0000001010110010,1001110011100100,1100010110100001),TestNumLess-Tag(1101011000011011,0101001011111111,1111001010011001),LoadNum3-Tag(0100110111010101,1110101110100101,1101111110011000),Close(0110010110110111,0010101110011001,1000001101110011),TestNumLess-Tag(0011010101110011,0101011101100000,1110110111010100),Countdown-Tag(1101101011011111,0100110010010001,0000101000111111),SubmitNum-Tag(0010111101001110,0100000111011110,1101111100000011),TestNumGreaterTEqu-Tag(0001101101111011,0000101100010111,1101111101001110),LoadNum3-Tag(0100111000111111,1101001011010001,0110110111111011),IfNot-Tag(0110010100011001,1000011001111001,0110100011100110),Set-8-Tag(0111101011111011,1100100000110100,0000111111111011)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1036,median,True,20,792,194,"[SubmitNum-Tag(0110110010111111,0010100101100010,0010110111110000),TestNumGreater-Tag(0111000101000010,0101110111111110,1000101110110001),Sub-Tag(0000111111101001,1010000110011001,1000001111100001),TestNumGreaterTEqu-Tag(0110111101111111,0011000100111011,1000000000111110),Add-Tag(1101001011000011,0001000010100110,1101001011101001),LoadNum1-Tag(1100001011101110,1001000110010001,1111110101001100),Countdown-Tag(1001011001101110,0010001000111010,0010101111000000),LoadNum3-Tag(0101110100101111,1111000101101110,0111111110001101),LoadNum2-Tag(1010110011110010,0000001001000000,1110110000101100),Dec-Tag(0000101101100100,0001110010010000,0010100000110000),SwapMem-Tag(1101000001110011,1100010010000010,1100110010101001),TestNumLessTEqu-Tag(0100010010101100,0010110011001011,1011111111000100),Set-8-Tag(1011001010101001,1000101000011100,1001010111110011),Set-16-Tag(0101001110011010,1111000101110010,1010010101100100),Countdown-Tag(0011111110010010,0001100000011011,0100011111010111),TestNumLessTEqu-Tag(1100010001110011,0000011101001010,0010000100011010),SubmitNum-Tag(1100110000100001,1010110011001101,1001000110110111),SwapMem-Tag(0011000000100000,1110100000101001,1011111001010110),LoadNum3-Tag(1101100111010100,0110110110110101,0110101000001101),SubmitNum-Tag(0111110101010000,0111001011010100,0110111110010101)]"
